Depth,DepthTo,HorizonNum,Matrix,Mottle_1,Humose,Roots,BoundaryDistinct_Text,BoundaryDistinct_Percent,BoundaryDistinct,Total_Nitrogen,pH_H2O,Exchangeable_K,Exchangeable_Mg,BaseSaturation,TextureClass,series_id,BoundaryShape_Text,BoundaryShape_Description,StoneAbundance_Text,StoneAbundance_Percent,StoneAbundance,StoneSize_Text,StoneSize_Description,StoneSize,OrganicCarbon,CEC,Exchangeable_Ca,StoneShape_Text,StructureType_Text,Sand,Silt,Clay,Plasticity_Text,Plasticity_Description,StructureGrade_Text,StructureSize_Text,StructureSize_Percent,StructureSize,RootSize_Description,RootSize_Text,RootSize,RootAbundance_Text,RootAbundance_NumPer100,RootAbundance,CaCO3_Percent,CaCO3_Text,Stickiness_Text,Stickiness_Description,StructureStrength_Text,StructureStrength_Description,PackingDensity_Text,PackingDensity_Percent,PackingDensity,Total_Carbon,LossOnIgnition,Exchangeable_Na,StoneType_Text,MottleAbundanceText1,MottleAbundancePercent1,MottleAbundance1,MottleSharpnessText1,MottleSharpnessPercent1,MottleSharpness1,MottleSizeText1,MottleSizePercent1,MottleSize1,MottleContrast1,Texture,MottleSizeText2,MottleSizePercent2,MottleSize2,MottleAbundanceText2,MottleAbundancePercent2,MottleAbundance2,MottleSharpnessText2,MottleSharpnessPercent2,MottleSharpness2,MottleContrast2
0,20.0,1,10YR22,None,1,1,Clear,2-5 cm,C 2-5 cm,0.41769999265671,3.9000000953674,0.11837400496006,0.37196388840675,12.0,Sandy Clay Loam,0900TN,Wavy,Pockets less deep than wide,Few,2-5 %,F 2-5 %,20-60 cm,Boulders,B 20-60 cm,4.1332998275757,10.571292877197,0.65579110383987,Angular,Sub-angular blocky,53.0,26.0,21.0,,,Weak,Medium,10-20mm,ME 10-20mm,Fine,0.5-2 mm,F 0.5-2 mm,Many,> 200,M > 200,,,,,Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,6.043300151825,,0.10728640854359,Granite,,,,,,,,,,,Fine loamy,,,,,,,,,,
20,40.0,2,10YR36,None,1,1,Gradual,5-15 cm,G 5-15 cm,0.33000001311302,4.3330001831055,0.038581479340792,0.088634081184864,6.0,Sandy Clay Loam,0900TN,Wavy,Pockets less deep than wide,Abundant,40-80 %,A 40-80 %,20-60 cm,Boulders,B 20-60 cm,2.5332999229431,9.3226079940796,0.30840659141541,Angular,Sub-angular blocky,49.0,27.0,24.0,,,Weak,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,,,,,Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,4.7733001708984,,0.1046304628253,Granite,,,,,,,,,,,Fine loamy,,,,,,,,,,
40,60.0,3,10YR46,None,0,1,Abrupt,0-2 cm,A 0-2 cm,0.17669999599457,4.5469999313354,0.03623428195715,0.066292479634285,7.0,Loam,0900TN,Irregular,Pockets more deep than wide,Abundant,40-80 %,A 40-80 %,20-60 cm,Boulders,B 20-60 cm,1.4932999610901,6.784854888916,0.22038239240646,Angular,Angular blocky,47.0,33.0,20.0,,,Weak,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,,,,,Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,2.7732999324799,,0.11847021430731,Granite,,,,,,,,,,,Coarse loamy,,,,,,,,,,
60,,4,,,0,0,,,,,,,,,,0900TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20.0,1,10YR42,,0,0,Abrupt,0-2 cm,A 0-2 cm,0.34000000357628,6.4000000953674,,,28.0,,0920CG,Wavy,Pockets less deep than wide,,,,,,,3.9000000953674,25.700000762939,,,Granular,51.0,34.0,15.0,,,Strong,Medium,2-5mm,ME 2-5mm,,,,Many,> 200,M > 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,58.0,2,10YR56,,0,0,Clear,2-5 cm,C 2-5 cm,0.20000000298023,6.3000001907349,,,21.0,,0920CG,Wavy,Pockets less deep than wide,,,,,,,1.7000000476837,18.799999237061,,,Granular,49.0,36.0,15.0,,,Weak,Fine,1-2mm,FI 1-2mm,,,,Many,> 200,M > 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,3,10YR61,10YR58,0,0,,,,,6.4000000953674,,,42.0,,0920CG,,,,,,,,,0.69999998807907,6.1999998092651,,,,50.0,44.0,6.0,,,,,,,,,,,,,0,No reaction,,,,,,,,,,,,Few,2-5 %,F 2-5 %,,,,Coarse,> 20mm,A >20mm,Prominent,,,,,,,,,,,
0,14.0,1,10YR43,,0,0,Clear,2-5 cm,C 2-5 cm,,6.0999999046326,,,45.0,,0930CR,Smooth,Nearly plane surface,,,,,,,4.5,30.200000762939,,,Crumbly,44.0,35.0,21.0,,,Moderate,Fine,1-2mm,FI 1-2mm,Fine,0.5-2 mm,F 0.5-2 mm,Many,> 200,M > 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,25.0,2,10YR43,,0,0,Clear,2-5 cm,C 2-5 cm,,6.0999999046326,,,40.0,,0930CR,Wavy,Pockets less deep than wide,,,,,,,2.7999999523163,24.10000038147,,,Sub-angular blocky,45.0,32.0,23.0,,,Moderate,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Many,> 200,M > 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,48.0,3,10YR58,,0,0,,,,,6.0,,,29.0,,0930CR,,,,,,,,,1.3999999761581,23.5,,,Crumbly,40.0,32.0,28.0,,,Weak,Fine,1-2mm,FI 1-2mm,Fine,0.5-2 mm,F 0.5-2 mm,Common,50-200,C 50-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,60.0,4,5Y53,75YR56,0,0,,,,,5.3000001907349,,,33.0,,0930CR,,,,,,,,,0.30000001192093,10.89999961853,,,Massive ,42.0,35.0,23.0,Non-plastic,No wire is formable,,,,,Very fine,< 0.5 mm,VF < 0.5 mm,Few,20-50,F 20-50,,,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",,,,,,,,,,Many,15-40 %,M 15-40 %,,,,Coarse,> 20mm,A >20mm,Prominent,,,,,,,,,,,
0,15.0,1,75YR52,,0,0,,,,0.25999999046326,5.6999998092651,,,35.0,,0930FLM,,,,,,,,,3.5999999046326,27.200000762939,,,Sub-angular blocky,48.0,34.0,18.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,Weak,Medium,10-20mm,ME 10-20mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30.0,2,75YR52,,0,0,Clear,2-5 cm,C 2-5 cm,0.15999999642372,6.0,,,42.0,,0930FLM,Wavy,Pockets less deep than wide,,,,,,,2.0999999046326,18.60000038147,,,Sub-angular blocky,53.0,30.0,17.0,,,Weak,Medium,10-20mm,ME 10-20mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,41.0,3,75R44,,0,0,Clear,2-5 cm,C 2-5 cm,0.18999999761581,6.1999998092651,,,33.0,,0930FLM,Wavy,Pockets less deep than wide,,,,,,,2.2000000476837,26.0,,,Crumbly,55.0,33.0,12.0,,,Weak,Very fine,< 1mm,VF < 1mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,4,10R53,,0,0,,,,,6.0999999046326,,,69.0,,0930FLM,,,,,,2-6 mm,Fine gravels,F 2-6 mm,0.40000000596046,3.0,,,,55.0,33.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13.0,1,10YR33,75YR44,1,1,Clear,2-5 cm,C 2-5 cm,0.5460000038147,5.289999961853,0.35805985331535,1.5255827903748,100.0,Loam,0936AM,Smooth,Nearly plane surface,None,0 %,N 0 %,,,,5.4467000961304,8.2377891540527,6.2899055480957,,Sub-angular blocky,43.0,32.0,25.0,Non-plastic,No wire is formable,Moderate,Fine,5-10mm,FI 5-10mm,Medium,2-5 mm,M 2-5 mm,Few,2-5,F 2-5,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,6.3467001914978,,0.15910089015961,,Common,5-15 %,C 5-15 %,0.5-2 mm,Clear,C 0.5-2 mm,Fine,2-6mm,F 2-6mm,Distinct,Fine loamy,,,,,,,,,,
13,35.0,2,10YR41,75YR46,0,1,Clear,2-5 cm,C 2-5 cm,0.16969999670982,5.7430000305176,0.078646145761013,1.0567387342453,100.0,Loam,0936AM,Irregular,Pockets more deep than wide,Common,5-15 %,C 5-15 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,1.9500000476837,5.7105689048767,5.2021098136902,Sub rounded,Sub-angular blocky,44.0,32.0,24.0,Non-plastic,No wire is formable,Moderate,Medium,10-20mm,ME 10-20mm,Coarse,> 5 mm,C > 5 mm,Few,2-5,F 2-5,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,2.5099999904633,,0.077737882733345,Siliceous stones,Few,2-5 %,F 2-5 %,< 0.5 mm,Sharp,S < 0.5 mm,Fine,2-6mm,F 2-6mm,Distinct,Fine loamy,,,,,,,,,,
35,70.0,3,75YR56,10YR64,0,1,Clear,2-5 cm,C 2-5 cm,0.069700002670288,5.7199997901917,0.055260475724936,0.55990189313889,100.0,Loam,0936AM,Irregular,Pockets more deep than wide,Many,15-40 %,M 15-40 %,2-6 cm,Coarse gravels,C 2-6 cm,0.50870001316071,1.8663727045059,1.7630944252014,Angular,Sub-angular blocky,48.0,32.0,20.0,Non-plastic,No wire is formable,Weak,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,1.1966999769211,,0.080258160829544,Siliceous stones,Few,2-5 %,F 2-5 %,> 2 mm,Diffuse,D > 2 mm,Coarse,> 20mm,A >20mm,Distinct,Fine loamy,,,,,,,,,,
70,100.0,4,10YR53,None,0,0,,,,0.0089999996125698,5.5970001220703,0.045180466026068,0.051933765411377,0.0,Sandy Loam,0936AM,,,Very few,0-2 %,VF 0-2 %,2-6 mm,Fine gravels,F 2-6 mm,0.15970000624657,,0.22039321064949,Sub angular,Massive ,69.0,25.0,6.0,,,,,,,,,,,,,0,No reaction,,,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.35330000519753,,0.079999998211861,Siliceous stones,,,,,,,,,,,Sandy,,,,,,,,,,
0,30.0,1,10YR22,5YR34,0,1,Abrupt,0-2 cm,A 0-2 cm,0.33000001311302,6.6100001335144,0.47758704423904,1.094163775444,96.0,Sandy Loam,0936BA,Wavy,Pockets less deep than wide,Few,2-5 %,F 2-5 %,2-6 mm,Fine gravels,F 2-6 mm,4.5999999046326,19.167947769165,16.77661895752,Sub angular,Angular blocky,57.0,29.0,14.0,Non-plastic,No wire is formable,Moderate,Medium,10-20mm,ME 10-20mm,Fine,0.5-2 mm,F 0.5-2 mm,Common,50-200,C 50-200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,4.9099998474121,,0.11136140674353,Gneiss,Few,2-5 %,F 2-5 %,< 0.5 mm,Sharp,S < 0.5 mm,Fine,2-6mm,F 2-6mm,Prominent,Coarse loamy,,,,,,,,,,
30,50.0,2,10YR56,75YR46,0,1,Clear,2-5 cm,C 2-5 cm,0.076999999582767,6.5,0.20219132304192,0.38746950030327,85.0,Loam,0936BA,Wavy,Pockets less deep than wide,Few,2-5 %,F 2-5 %,2-6 mm,Fine gravels,F 2-6 mm,0.55199998617172,7.773964881897,5.9134945869446,Sub angular,Angular blocky,50.0,37.0,13.0,Non-plastic,No wire is formable,Weak,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,0,No reaction,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,1.4400000572205,,0.11873431503773,Gneiss,Few,2-5 %,F 2-5 %,0.5-2 mm,Clear,C 0.5-2 mm,Medium,6-20mm,M 6-20mm,Distinct,Coarse loamy,,,,,,,,,,
50,80.0,3,10YR53,5YR56,0,1,,,,0.01799999922514,6.6799998283386,0.17952331900597,0.10639673471451,67.0,Loam,0936BA,,,Common,5-15 %,C 5-15 %,2-6 mm,Fine gravels,F 2-6 mm,0.15399999916553,2.0347230434418,1.0019215345383,Sub angular,Massive ,49.0,36.0,15.0,Non-plastic,No wire is formable,,,,,Fine,0.5-2 mm,F 0.5-2 mm,Very few,1-20,V 1-20,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,High,1.60 - 1.75 t m-3,H 1.60 -1.75 t m-3,0.23700000345707,,0.082000002264977,Gneiss,Few,2-5 %,F 2-5 %,< 0.5 mm,Sharp,S < 0.5 mm,Fine,2-6mm,F 2-6mm,Prominent,Coarse loamy,,,,,,,,,,
0,25.0,1,10YR31,,1,1,Abrupt,0-2 cm,A 0-2 cm,0.28200000524521,4.8299999237061,0.10982206463814,0.46929258108139,21.0,Sandy Loam,0936LT,Smooth,Nearly plane surface,Many,15-40 %,M 15-40 %,2-6 mm,Fine gravels,F 2-6 mm,4.5700001716614,9.1579322814941,1.2395505905151,Angular,Crumbly,62.0,26.0,12.0,Non-plastic,No wire is formable,Strong,,,,Medium,2-5 mm,M 2-5 mm,,,,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Strong,Aggregates are clearly visible in situ and there is prominent arrangement of material. When disturbed it breaks into distinct whole aggregates.,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,4.8499999046326,,0.10418292880058,Sandstone,,,,,,,,,,,Coarse loamy,,,,,,,,,,
25,60.0,2,5YR44,,0,1,Gradual,5-15 cm,G 5-15 cm,0.19300000369549,4.9099998474121,0.020668221637607,0.13225574791431,6.0,Sandy Loam,0936LT,Wavy,Pockets less deep than wide,Many,15-40 %,M 15-40 %,2-6 mm,Fine gravels,F 2-6 mm,1.7699999809265,7.6607704162598,0.24712464213371,Angular,Sub-angular blocky,58.0,33.0,9.0,Non-plastic,No wire is formable,Moderate,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,High,1.60 - 1.75 t m-3,H 1.60 -1.75 t m-3,4.1700000762939,,0.082000002264977,Sandstone,,,,,,,,,,,Coarse loamy,,,,,,,,,,
60,100.0,3,10YR44,75YR33,0,1,,,,0.082000002264977,4.9299998283386,0.014812852256,0.04921892285347,3.0,Sandy Loam,0936LT,,,Many,15-40 %,M 15-40 %,2-6 mm,Fine gravels,F 2-6 mm,0.59600001573563,3.7267441749573,0.044637236744165,Angular,Angular blocky,58.0,34.0,8.0,Non-plastic,No wire is formable,Weak,Medium,10-20mm,ME 10-20mm,Fine,0.5-2 mm,F 0.5-2 mm,Very few,1-20,V 1-20,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,1.3099999427795,,0.014202097430825,Sandstone,Common,5-15 %,C 5-15 %,< 0.5 mm,Sharp,S < 0.5 mm,Fine,2-6mm,F 2-6mm,Prominent,Coarse loamy,Fine,2-6mm,F 2-6mm,Few,2-5 %,F 2-5 %,< 0.5 mm,Sharp,S < 0.5 mm,Distinct
0,19.0,1,75YR32,,1,0,Clear,2-5 cm,C 2-5 cm,0.80000001192093,4.5999999046326,,,9.0,,0960BE,Smooth,Nearly plane surface,,,,,,,8.5,49.200000762939,,,Crumbly,20.0,43.0,37.0,,,Moderate,Fine,1-2mm,FI 1-2mm,,,,Many,> 200,M > 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,54.0,2,75YR44,,0,0,Clear,2-5 cm,C 2-5 cm,0.30000001192093,5.0,,,2.0,,0960BE,Smooth,Nearly plane surface,,,,,,,3.0999999046326,41.599998474121,,,Crumbly,26.0,40.0,34.0,,,Moderate,Fine,1-2mm,FI 1-2mm,,,,,,,,,Sticky,"Soil material adheres to thumb and finger after release of pressure, and tends to stretch and pull apart rather than coming away from each digit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,88.0,3,75YR54,,0,0,Abrupt,0-2 cm,A 0-2 cm,0.20000000298023,5.6999998092651,,,4.0,,0960BE,Irregular,Pockets more deep than wide,,,,2-6 mm,Fine gravels,F 2-6 mm,1.7999999523163,32.799999237061,,,Crumbly,41.0,37.0,22.0,,,Weak,Fine,1-2mm,FI 1-2mm,,,,Few,20-50,F 20-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30.0,1,10YR32,None,1,1,Abrupt,0-2 cm,A 0-2 cm,0.47999998927116,5.1900000572205,0.1576906144619,0.82627767324448,51.0,Sandy Loam,0960KB,Wavy,Pockets less deep than wide,Many,15-40 %,M 15-40 %,2-6 mm,Fine gravels,F 2-6 mm,6.4099998474121,10.999085426331,4.5522713661194,Sub angular,Sub-angular blocky,56.0,28.0,16.0,Non-plastic,No wire is formable,Strong,Fine to medium,5-20mm,FM 5-20mm,Fine,0.5-2 mm,F 0.5-2 mm,Many,> 200,M > 200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Strong,Aggregates are clearly visible in situ and there is prominent arrangement of material. When disturbed it breaks into distinct whole aggregates.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,7.6599998474121,,0.12047553807497,Sandstone,,,,,,,,,,,Fine loamy,,,,,,,,,,
30,40.0,2,25Y62,75YR32,0,1,Abrupt,0-2 cm,A 0-2 cm,0.050000000745058,5.5500001907349,0.024354234337807,0.12758179008961,25.0,Sandy Loam,0960KB,Wavy,Pockets less deep than wide,Many,15-40 %,M 15-40 %,2-6 mm,Fine gravels,F 2-6 mm,0.39500001072884,2.9162919521332,0.50365799665451,Angular,Angular blocky,60.0,33.0,7.0,Non-plastic,No wire is formable,Weak,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Common,50-200,C 50-200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.50800001621246,,0.082000002264977,Shale,Few,2-5 %,F 2-5 %,< 0.5 mm,Sharp,S < 0.5 mm,Fine,2-6mm,F 2-6mm,Prominent,Coarse silty,,,,,,,,,,
40,90.0,3,75YR44,75YR46,0,1,Gradual,5-15 cm,G 5-15 cm,0.10999999940395,5.6700000762939,0.026892397552729,0.12534520030022,79.0,Sandy Loam,0960KB,Smooth,Nearly plane surface,Abundant,40-80 %,A 40-80 %,2-6 mm,Fine gravels,F 2-6 mm,0.82200002670288,1.4941246509552,0.95223903656006,Sub angular,Angular blocky,49.0,44.0,7.0,Non-plastic,No wire is formable,Moderate,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Common,50-200,C 50-200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,1.210000038147,,0.082000002264977,Sandstone,Few,2-5 %,F 2-5 %,< 0.5 mm,Sharp,S < 0.5 mm,Fine,2-6mm,F 2-6mm,Distinct,Coarse loamy,,,,,,,,,,
90,120.0,4,25Y53,10YR54,0,1,,,,0.041999999433756,6.5,0.031019851565361,0.063158512115479,36.0,Sandy Loam,0960KB,,,Common,5-15 %,C 5-15 %,2-6 mm,Fine gravels,F 2-6 mm,0.21299999952316,2.208468914032,0.61029374599457,Angular,Massive ,54.0,41.0,5.0,Non-plastic,No wire is formable,,,,,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.26499998569489,,0.082000002264977,Shale,Few,2-5 %,F 2-5 %,< 0.5 mm,Sharp,S < 0.5 mm,Fine,2-6mm,F 2-6mm,Distinct,Fine loamy,,,,,,,,,,
0,10.0,1,10YR22,75YR34,1,1,Abrupt,0-2 cm,A 0-2 cm,0.71899998188019,5.4499998092651,0.38938733935356,0.88964873552322,100.0,Loam,0960KC,Smooth,Nearly plane surface,None,0 %,N 0 %,,,,9.3566999435425,17.747825622559,16.714891433716,,Sub-angular blocky,43.0,32.0,25.0,Non-plastic,No wire is formable,Weak,Medium,10-20mm,ME 10-20mm,Fine,0.5-2 mm,F 0.5-2 mm,Many,> 200,M > 200,,,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,9.8900003433228,,0.13540275394917,,Common,5-15 %,C 5-15 %,< 0.5 mm,Sharp,S < 0.5 mm,Medium,6-20mm,M 6-20mm,Faint,Coarse silty,,,,,,,,,,
10,25.0,2,10YR22,5YR33,1,1,Abrupt,0-2 cm,A 0-2 cm,0.39500001072884,5.7369999885559,0.13213829696178,0.79297512769699,100.0,Loam,0960KC,Wavy,Pockets less deep than wide,Few,2-5 %,F 2-5 %,2-6 mm,Fine gravels,F 2-6 mm,4.793300151825,14.570252418518,14.577046394348,Sub angular,Sub-angular blocky,45.0,33.0,22.0,Non-plastic,No wire is formable,Moderate,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Common,50-200,C 50-200,,,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,5.2666997909546,,0.079999998211861,Sandstone,Common,5-15 %,C 5-15 %,< 0.5 mm,Sharp,S < 0.5 mm,Fine,2-6mm,F 2-6mm,Distinct,Fine loamy,,,,,,,,,,
25,50.0,3,5YR46,None,0,1,Clear,2-5 cm,C 2-5 cm,0.16030000150204,5.9499998092651,0.15775726735592,0.89086329936981,100.0,Loam,0960KC,Wavy,Pockets less deep than wide,Many,15-40 %,M 15-40 %,2-6 mm,Fine gravels,F 2-6 mm,1.2833000421524,13.447992324829,12.430917739868,Sub angular,Sub-angular blocky,41.0,46.0,13.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,Weak,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Common,50-200,C 50-200,,,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,2.4367001056671,,0.079999998211861,Sandstone,,,,,,,,,,,Clayey,,,,,,,,,,
50,90.0,4,10YR58,5YR44,0,0,,,,0.05799999833107,5.9770002365112,0.15754140913486,0.25102883577347,100.0,Loam,0960KC,,,Abundant,40-80 %,A 40-80 %,2-6 mm,Fine gravels,F 2-6 mm,0.19099999964237,2.9222917556763,2.6307969093323,Sub angular,,41.0,44.0,15.0,Non-plastic,No wire is formable,Moderate,,,,,,,,,,,,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.37999999523163,,0.079999998211861,Sandstone,Very few,0-2 %,VF 0-2 %,0.5-2 mm,Clear,C 0.5-2 mm,Fine,2-6mm,F 2-6mm,Distinct,Fine loamy,,,,,,,,,,
0,28.0,1,10YR32,,1,0,Clear,2-5 cm,C 2-5 cm,0.63999998569489,4.4000000953674,,,8.0,,0960RK,Wavy,Pockets less deep than wide,Many,15-40 %,M 15-40 %,6-20 cm,Stones,S 6-20 cm,8.5,73.599998474121,,Flat/platy,Granular,41.0,30.0,29.0,,,Weak,Fine,1-2mm,FI 1-2mm,,,,Many,> 200,M > 200,,,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,45.0,2,75YR54,,0,0,Gradual,5-15 cm,G 5-15 cm,0.15000000596046,4.9000000953674,,,5.0,,0960RK,Wavy,Pockets less deep than wide,Many,15-40 %,M 15-40 %,6-20 cm,Stones,S 6-20 cm,2.5,38.799999237061,,Flat/platy,Sngblk 2 Gran,36.0,35.0,29.0,,,Moderate,Fine,5-10mm,FI 5-10mm,,,,Common,50-200,C 50-200,,,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,95.0,3,75YR58,,0,0,Clear,2-5 cm,C 2-5 cm,0.10000000149012,5.5,,,4.0,,0960RK,Wavy,Pockets less deep than wide,Many,15-40 %,M 15-40 %,2-6 cm,Coarse gravels,C 2-6 cm,1.5,36.400001525879,,Flat/platy,Sngblk 2 Gran,52.0,30.0,18.0,,,Weak,Fine,5-10mm,FI 5-10mm,,,,Few,20-50,F 20-50,,,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,4,,,0,0,,,,,5.4000000953674,,,5.0,,0960RK,,,Common,5-15 %,C 5-15 %,6-20 cm,Stones,S 6-20 cm,0.5,10.60000038147,,Flat/platy,,76.0,17.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13.0,1,75YR42,,0,0,Gradual,5-15 cm,G 5-15 cm,0.47999998927116,5.5,,,54.0,,1000BY,Smooth,Nearly plane surface,,,,,,,3.0999999046326,15.699999809265,,,Granular,39.0,41.0,20.0,,,Weak,Fine,1-2mm,FI 1-2mm,,,,Many,> 200,M > 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
